t;VA_Fibonacci;VA_Lagrange;VB_Fibonacci;VB_Lagrange;TB_Fibonacci;TB_Lagrange
347; 2,43493; 2,43493; 2,3152; 2,3152; 49,6212; 49,6213; 
348; 2,42886; 2,42885; 2,31605; 2,31606; 49,6124; 49,6124; 
349; 2,42279; 2,42279; 2,3169; 2,3169; 49,6034; 49,6034; 
350; 2,41674; 2,41673; 2,31773; 2,31774; 49,5943; 49,5944; 
351; 2,41069; 2,41068; 2,31856; 2,31856; 49,5852; 49,5853; 
352; 2,40464; 2,40464; 2,31937; 2,31938; 49,576; 49,5761; 
353; 2,39861; 2,3986; 2,32018; 2,32018; 49,5667; 49,5668; 
354; 2,39258; 2,39258; 2,32097; 2,32097; 49,5573; 49,5574; 
355; 2,38656; 2,38656; 2,32175; 2,32176; 49,5479; 49,5479; 
356; 2,38055; 2,38054; 2,32253; 2,32253; 49,5384; 49,5384; 
357; 2,37455; 2,37454; 2,32329; 2,32329; 49,5287; 49,5288; 
358; 2,36855; 2,36854; 2,32404; 2,32405; 49,519; 49,5191; 
359; 2,36256; 2,36255; 2,32479; 2,32479; 49,5093; 49,5093; 
360; 2,35658; 2,35657; 2,32552; 2,32552; 49,4994; 49,4995; 
361; 2,3506; 2,3506; 2,32624; 2,32625; 49,4895; 49,4896; 
362; 2,34464; 2,34463; 2,32696; 2,32696; 49,4795; 49,4796; 
363; 2,33868; 2,33867; 2,32766; 2,32767; 49,4694; 49,4695; 
364; 2,33273; 2,33272; 2,32836; 2,32836; 49,4593; 49,4593; 
365; 2,32678; 2,32678; 2,32904; 2,32904; 49,449; 49,4491; 
366; 2,32085; 2,32084; 2,32971; 2,32972; 49,4387; 49,4388; 
367; 2,31492; 2,31491; 2,33038; 2,33038; 49,4284; 49,4284; 
368; 2,309; 2,30899; 2,33103; 2,33104; 49,4179; 49,418; 
369; 2,30308; 2,30308; 2,33168; 2,33168; 49,4074; 49,4074; 
370; 2,29718; 2,29717; 2,33231; 2,33232; 49,3968; 49,3968; 
371; 2,29128; 2,29127; 2,33294; 2,33294; 49,3861; 49,3861; 
372; 2,28539; 2,28538; 2,33355; 2,33356; 49,3754; 49,3754; 
373; 2,2795; 2,2795; 2,33416; 2,33416; 49,3645; 49,3646; 
374; 2,27363; 2,27362; 2,33476; 2,33476; 49,3537; 49,3537; 
375; 2,26776; 2,26775; 2,33534; 2,33535; 49,3427; 49,3427; 
376; 2,2619; 2,26189; 2,33592; 2,33592; 49,3317; 49,3317; 
377; 2,25605; 2,25604; 2,33649; 2,33649; 49,3206; 49,3206; 
378; 2,2502; 2,25019; 2,33705; 2,33705; 49,3094; 49,3094; 
379; 2,24436; 2,24436; 2,3376; 2,3376; 49,2981; 49,2982; 
380; 2,23853; 2,23853; 2,33814; 2,33814; 49,2868; 49,2869; 
381; 2,23271; 2,2327; 2,33867; 2,33867; 49,2755; 49,2755; 
382; 2,2269; 2,22689; 2,33919; 2,33919; 49,264; 49,2641; 
383; 2,22109; 2,22108; 2,3397; 2,33971; 49,2525; 49,2525; 
384; 2,21529; 2,21528; 2,34021; 2,34021; 49,2409; 49,241; 
385; 2,2095; 2,20949; 2,3407; 2,3407; 49,2293; 49,2293; 
386; 2,20371; 2,2037; 2,34118; 2,34119; 49,2175; 49,2176; 
387; 2,19794; 2,19793; 2,34166; 2,34166; 49,2058; 49,2058; 
388; 2,19217; 2,19216; 2,34213; 2,34213; 49,1939; 49,1939; 
389; 2,1864; 2,1864; 2,34258; 2,34259; 49,182; 49,182; 
390; 2,18065; 2,18064; 2,34303; 2,34303; 49,17; 49,17; 
391; 2,1749; 2,17489; 2,34347; 2,34347; 49,158; 49,158; 
392; 2,16916; 2,16916; 2,3439; 2,3439; 49,1458; 49,1459; 
393; 2,16343; 2,16342; 2,34432; 2,34432; 49,1337; 49,1337; 
394; 2,15771; 2,1577; 2,34473; 2,34474; 49,1214; 49,1215; 
395; 2,15199; 2,15198; 2,34514; 2,34514; 49,1091; 49,1092; 
396; 2,14628; 2,14627; 2,34553; 2,34553; 49,0967; 49,0968; 
397; 2,14058; 2,14057; 2,34592; 2,34592; 49,0843; 49,0844; 
398; 2,13489; 2,13488; 2,34629; 2,3463; 49,0718; 49,0719; 
399; 2,1292; 2,12919; 2,34666; 2,34666; 49,0593; 49,0593; 
400; 2,12352; 2,12352; 2,34702; 2,34702; 49,0466; 49,0467; 
401; 2,11785; 2,11784; 2,34737; 2,34737; 49,034; 49,034; 
402; 2,11219; 2,11218; 2,34771; 2,34772; 49,0212; 49,0213; 
403; 2,10653; 2,10652; 2,34804; 2,34805; 49,0084; 49,0084; 
404; 2,10088; 2,10088; 2,34837; 2,34837; 48,9955; 48,9956; 
405; 2,09524; 2,09524; 2,34868; 2,34869; 48,9826; 48,9827; 
406; 2,08961; 2,0896; 2,34899; 2,349; 48,9696; 48,9697; 
407; 2,08399; 2,08398; 2,34929; 2,34929; 48,9566; 48,9566; 
408; 2,07837; 2,07836; 2,34958; 2,34958; 48,9435; 48,9435; 
409; 2,07276; 2,07275; 2,34986; 2,34987; 48,9303; 48,9303; 
410; 2,06715; 2,06715; 2,35014; 2,35014; 48,9171; 48,9171; 
411; 2,06156; 2,06155; 2,3504; 2,3504; 48,9038; 48,9038; 
412; 2,05597; 2,05596; 2,35066; 2,35066; 48,8904; 48,8905; 
413; 2,05039; 2,05038; 2,3509; 2,35091; 48,877; 48,8771; 
414; 2,04482; 2,04481; 2,35114; 2,35115; 48,8636; 48,8636; 
415; 2,03926; 2,03925; 2,35137; 2,35138; 48,85; 48,8501; 
416; 2,0337; 2,03369; 2,3516; 2,3516; 48,8365; 48,8365; 
417; 2,02815; 2,02814; 2,35181; 2,35181; 48,8228; 48,8229; 
418; 2,02261; 2,0226; 2,35202; 2,35202; 48,8091; 48,8092; 
419; 2,01707; 2,01706; 2,35221; 2,35222; 48,7954; 48,7954; 
420; 2,01155; 2,01154; 2,3524; 2,35241; 48,7816; 48,7816; 
421; 2,00603; 2,00602; 2,35259; 2,35259; 48,7677; 48,7678; 
422; 2,00051; 2,00051; 2,35276; 2,35276; 48,7538; 48,7538; 
423; 1,99501; 1,995; 2,35292; 2,35293; 48,7398; 48,7399; 
424; 1,98951; 1,98951; 2,35308; 2,35309; 48,7258; 48,7258; 
425; 1,98402; 1,98402; 2,35323; 2,35323; 48,7117; 48,7117; 
426; 1,97854; 1,97853; 2,35337; 2,35337; 48,6976; 48,6976; 
427; 1,97307; 1,97306; 2,3535; 2,35351; 48,6834; 48,6834; 
428; 1,9676; 1,96759; 2,35363; 2,35363; 48,6691; 48,6691; 
429; 1,96214; 1,96214; 2,35375; 2,35375; 48,6548; 48,6548; 
430; 1,95669; 1,95669; 2,35385; 2,35386; 48,6404; 48,6405; 
431; 1,95125; 1,95124; 2,35396; 2,35396; 48,626; 48,6261; 
432; 1,94581; 1,94581; 2,35405; 2,35405; 48,6115; 48,6116; 
433; 1,94039; 1,94038; 2,35413; 2,35414; 48,597; 48,5971; 
434; 1,93497; 1,93496; 2,35421; 2,35422; 48,5824; 48,5825; 
435; 1,92955; 1,92954; 2,35428; 2,35429; 48,5678; 48,5678; 
436; 1,92415; 1,92414; 2,35434; 2,35435; 48,5531; 48,5532; 
437; 1,91875; 1,91874; 2,3544; 2,3544; 48,5384; 48,5384; 
438; 1,91336; 1,91335; 2,35444; 2,35445; 48,5236; 48,5236; 
439; 1,90798; 1,90797; 2,35448; 2,35449; 48,5088; 48,5088; 
440; 1,9026; 1,90259; 2,35451; 2,35452; 48,4939; 48,4939; 
441; 1,89723; 1,89722; 2,35454; 2,35454; 48,4789; 48,4789; 
442; 1,89187; 1,89186; 2,35455; 2,35456; 48,4639; 48,4639; 
443; 1,88652; 1,88651; 2,35456; 2,35456; 48,4489; 48,4489; 
444; 1,88117; 1,88117; 2,35456; 2,35456; 48,4338; 48,4338; 
445; 1,87584; 1,87583; 2,35455; 2,35456; 48,4186; 48,4186; 
446; 1,87051; 1,8705; 2,35454; 2,35454; 48,4034; 48,4034; 
447; 1,86519; 1,86518; 2,35452; 2,35452; 48,3881; 48,3882; 
448; 1,85987; 1,85986; 2,35449; 2,35449; 48,3728; 48,3729; 
449; 1,85456; 1,85456; 2,35445; 2,35445; 48,3575; 48,3575; 
450; 1,84926; 1,84926; 2,3544; 2,35441; 48,3421; 48,3421; 
451; 1,84397; 1,84396; 2,35435; 2,35436; 48,3266; 48,3266; 
452; 1,83869; 1,83868; 2,35429; 2,3543; 48,3111; 48,3111; 
453; 1,83341; 1,8334; 2,35423; 2,35423; 48,2955; 48,2956; 
454; 1,82814; 1,82813; 2,35415; 2,35415; 48,2799; 48,28; 
455; 1,82288; 1,82287; 2,35407; 2,35407; 48,2643; 48,2643; 
456; 1,81763; 1,81762; 2,35398; 2,35398; 48,2486; 48,2486; 
457; 1,81238; 1,81237; 2,35388; 2,35389; 48,2328; 48,2328; 
458; 1,80714; 1,80713; 2,35378; 2,35378; 48,217; 48,217; 
459; 1,80191; 1,8019; 2,35367; 2,35367; 48,2011; 48,2012; 
460; 1,79669; 1,79668; 2,35355; 2,35356; 48,1852; 48,1853; 
461; 1,79147; 1,79146; 2,35343; 2,35343; 48,1693; 48,1693; 
462; 1,78626; 1,78625; 2,35329; 2,3533; 48,1533; 48,1533; 
463; 1,78106; 1,78105; 2,35316; 2,35316; 48,1372; 48,1373; 
464; 1,77587; 1,77586; 2,35301; 2,35301; 48,1211; 48,1212; 
465; 1,77068; 1,77068; 2,35286; 2,35286; 48,105; 48,105; 
466; 1,76551; 1,7655; 2,35269; 2,3527; 48,0888; 48,0888; 
467; 1,76034; 1,76033; 2,35253; 2,35253; 48,0725; 48,0726; 
468; 1,75517; 1,75516; 2,35235; 2,35236; 48,0563; 48,0563; 
469; 1,75002; 1,75001; 2,35217; 2,35217; 48,0399; 48,04; 
470; 1,74487; 1,74486; 2,35198; 2,35199; 48,0235; 48,0236; 
471; 1,73973; 1,73972; 2,35179; 2,35179; 48,0071; 48,0071; 
472; 1,7346; 1,73459; 2,35158; 2,35159; 47,9906; 47,9907; 
473; 1,72947; 1,72946; 2,35137; 2,35138; 47,9741; 47,9741; 
474; 1,72435; 1,72435; 2,35116; 2,35116; 47,9575; 47,9576; 
475; 1,71924; 1,71924; 2,35093; 2,35094; 47,9409; 47,9409; 
476; 1,71414; 1,71413; 2,3507; 2,35071; 47,9242; 47,9243; 
477; 1,70905; 1,70904; 2,35047; 2,35047; 47,9075; 47,9076; 
478; 1,70396; 1,70395; 2,35022; 2,35023; 47,8908; 47,8908; 
479; 1,69888; 1,69887; 2,34997; 2,34998; 47,874; 47,874; 
480; 1,69381; 1,6938; 2,34972; 2,34972; 47,8571; 47,8572; 
481; 1,68874; 1,68874; 2,34945; 2,34946; 47,8402; 47,8403; 
482; 1,68369; 1,68368; 2,34918; 2,34918; 47,8233; 47,8233; 
483; 1,67864; 1,67863; 2,3489; 2,34891; 47,8063; 47,8063; 
484; 1,6736; 1,67359; 2,34862; 2,34862; 47,7893; 47,7893; 
485; 1,66856; 1,66855; 2,34833; 2,34833; 47,7722; 47,7722; 
486; 1,66354; 1,66353; 2,34803; 2,34804; 47,7551; 47,7551; 
487; 1,65852; 1,65851; 2,34773; 2,34773; 47,7379; 47,7379; 
488; 1,65351; 1,6535; 2,34742; 2,34742; 47,7207; 47,7207; 
489; 1,6485; 1,64849; 2,3471; 2,3471; 47,7034; 47,7035; 
490; 1,64351; 1,6435; 2,34678; 2,34678; 47,6861; 47,6862; 
491; 1,63852; 1,63851; 2,34645; 2,34645; 47,6688; 47,6688; 
492; 1,63354; 1,63353; 2,34611; 2,34611; 47,6514; 47,6514; 
493; 1,62856; 1,62855; 2,34577; 2,34577; 47,634; 47,634; 
494; 1,6236; 1,62359; 2,34542; 2,34542; 47,6165; 47,6165; 
495; 1,61864; 1,61863; 2,34506; 2,34506; 47,599; 47,599; 
496; 1,61369; 1,61368; 2,3447; 2,3447; 47,5814; 47,5814; 
497; 1,60875; 1,60874; 2,34433; 2,34433; 47,5638; 47,5638; 
498; 1,60381; 1,6038; 2,34396; 2,34396; 47,5461; 47,5462; 
499; 1,59888; 1,59887; 2,34357; 2,34358; 47,5284; 47,5285; 
500; 1,59396; 1,59395; 2,34319; 2,34319; 47,5107; 47,5107; 
501; 1,58905; 1,58904; 2,34279; 2,34279; 47,4929; 47,4929; 
502; 1,58414; 1,58414; 2,34239; 2,34239; 47,4751; 47,4751; 
503; 1,57925; 1,57924; 2,34198; 2,34199; 47,4572; 47,4572; 
504; 1,57436; 1,57435; 2,34157; 2,34158; 47,4393; 47,4393; 
505; 1,56947; 1,56947; 2,34115; 2,34116; 47,4213; 47,4214; 
506; 1,5646; 1,56459; 2,34073; 2,34073; 47,4033; 47,4033; 
507; 1,55973; 1,55972; 2,3403; 2,3403; 47,3853; 47,3853; 
508; 1,55487; 1,55486; 2,33986; 2,33986; 47,3672; 47,3672; 
509; 1,55002; 1,55001; 2,33941; 2,33942; 47,349; 47,3491; 
510; 1,54518; 1,54517; 2,33896; 2,33897; 47,3309; 47,3309; 
511; 1,54034; 1,54033; 2,33851; 2,33851; 47,3127; 47,3127; 
512; 1,53551; 1,5355; 2,33805; 2,33805; 47,2944; 47,2944; 
513; 1,53069; 1,53068; 2,33758; 2,33758; 47,2761; 47,2761; 
514; 1,52587; 1,52587; 2,3371; 2,33711; 47,2578; 47,2578; 
515; 1,52107; 1,52106; 2,33662; 2,33663; 47,2394; 47,2394; 
516; 1,51627; 1,51626; 2,33614; 2,33614; 47,2209; 47,221; 
517; 1,51148; 1,51147; 2,33565; 2,33565; 47,2025; 47,2025; 
518; 1,50669; 1,50668; 2,33515; 2,33515; 47,184; 47,184; 
519; 1,50192; 1,50191; 2,33464; 2,33465; 47,1654; 47,1654; 
520; 1,49715; 1,49714; 2,33413; 2,33414; 47,1468; 47,1468; 
521; 1,49239; 1,49238; 2,33362; 2,33362; 47,1282; 47,1282; 
522; 1,48763; 1,48763; 2,33309; 2,3331; 47,1095; 47,1095; 
523; 1,48289; 1,48288; 2,33257; 2,33257; 47,0908; 47,0908; 
524; 1,47815; 1,47814; 2,33203; 2,33204; 47,072; 47,072; 
525; 1,47342; 1,47341; 2,33149; 2,3315; 47,0532; 47,0532; 
526; 1,4687; 1,46869; 2,33095; 2,33095; 47,0344; 47,0344; 
527; 1,46398; 1,46397; 2,3304; 2,3304; 47,0155; 47,0155; 
528; 1,45927; 1,45926; 2,32984; 2,32984; 46,9965; 46,9966; 
529; 1,45457; 1,45456; 2,32928; 2,32928; 46,9776; 46,9776; 
530; 1,44988; 1,44987; 2,32871; 2,32871; 46,9586; 46,9586; 
531; 1,44519; 1,44519; 2,32814; 2,32814; 46,9395; 46,9395; 
532; 1,44052; 1,44051; 2,32756; 2,32756; 46,9204; 46,9204; 
533; 1,43585; 1,43584; 2,32697; 2,32697; 46,9013; 46,9013; 
534; 1,43118; 1,43118; 2,32638; 2,32638; 46,8821; 46,8821; 
535; 1,42653; 1,42652; 2,32578; 2,32579; 46,8629; 46,8629; 
536; 1,42188; 1,42187; 2,32518; 2,32519; 46,8436; 46,8437; 
537; 1,41724; 1,41723; 2,32457; 2,32458; 46,8243; 46,8244; 
538; 1,41261; 1,4126; 2,32396; 2,32396; 46,805; 46,805; 
539; 1,40799; 1,40798; 2,32334; 2,32335; 46,7856; 46,7857; 
540; 1,40337; 1,40336; 2,32272; 2,32272; 46,7662; 46,7662; 
541; 1,39876; 1,39875; 2,32209; 2,32209; 46,7467; 46,7468; 
542; 1,39416; 1,39415; 2,32145; 2,32146; 46,7272; 46,7273; 
543; 1,38956; 1,38955; 2,32081; 2,32081; 46,7077; 46,7077; 
544; 1,38498; 1,38497; 2,32016; 2,32017; 46,6881; 46,6882; 
545; 1,3804; 1,38039; 2,31951; 2,31952; 46,6685; 46,6685; 
546; 1,37583; 1,37582; 2,31886; 2,31886; 46,6488; 46,6489; 
547; 1,37126; 1,37125; 2,31819; 2,3182; 46,6291; 46,6292; 
548; 1,36671; 1,3667; 2,31752; 2,31753; 46,6094; 46,6094; 
549; 1,36216; 1,36215; 2,31685; 2,31685; 46,5896; 46,5897; 
550; 1,35762; 1,35761; 2,31617; 2,31617; 46,5698; 46,5698; 
551; 1,35308; 1,35307; 2,31549; 2,31549; 46,55; 46,55; 
552; 1,34856; 1,34855; 2,3148; 2,3148; 46,5301; 46,5301; 
553; 1,34404; 1,34403; 2,3141; 2,31411; 46,5101; 46,5101; 
554; 1,33953; 1,33952; 2,3134; 2,31341; 46,4901; 46,4902; 
555; 1,33502; 1,33501; 2,3127; 2,3127; 46,4701; 46,4701; 
556; 1,33053; 1,33052; 2,31199; 2,31199; 46,4501; 46,4501; 
557; 1,32604; 1,32603; 2,31127; 2,31127; 46,43; 46,43; 
558; 1,32156; 1,32155; 2,31055; 2,31055; 46,4098; 46,4098; 
559; 1,31709; 1,31708; 2,30982; 2,30983; 46,3896; 46,3897; 
560; 1,31262; 1,31261; 2,30909; 2,30909; 46,3694; 46,3695; 
561; 1,30816; 1,30815; 2,30836; 2,30836; 46,3492; 46,3492; 
562; 1,30371; 1,3037; 2,30761; 2,30762; 46,3289; 46,3289; 
563; 1,29927; 1,29926; 2,30687; 2,30687; 46,3085; 46,3086; 
564; 1,29484; 1,29483; 2,30611; 2,30612; 46,2882; 46,2882; 
565; 1,29041; 1,2904; 2,30536; 2,30536; 46,2678; 46,2678; 
566; 1,28599; 1,28598; 2,30459; 2,3046; 46,2473; 46,2473; 
567; 1,28158; 1,28157; 2,30383; 2,30383; 46,2268; 46,2268; 
568; 1,27717; 1,27716; 2,30305; 2,30306; 46,2063; 46,2063; 
569; 1,27277; 1,27277; 2,30228; 2,30228; 46,1857; 46,1857; 
570; 1,26838; 1,26838; 2,3015; 2,3015; 46,1651; 46,1651; 
571; 1,264; 1,26399; 2,30071; 2,30071; 46,1445; 46,1445; 
572; 1,25963; 1,25962; 2,29992; 2,29992; 46,1238; 46,1238; 
573; 1,25526; 1,25525; 2,29912; 2,29912; 46,103; 46,1031; 
574; 1,2509; 1,25089; 2,29832; 2,29832; 46,0823; 46,0823; 
575; 1,24655; 1,24654; 2,29751; 2,29751; 46,0615; 46,0615; 
576; 1,24221; 1,2422; 2,2967; 2,2967; 46,0406; 46,0407; 
577; 1,23787; 1,23786; 2,29588; 2,29588; 46,0198; 46,0198; 
578; 1,23354; 1,23353; 2,29506; 2,29506; 45,9988; 45,9989; 
579; 1,22922; 1,22921; 2,29423; 2,29423; 45,9779; 45,9779; 
580; 1,22491; 1,2249; 2,2934; 2,2934; 45,9569; 45,9569; 
581; 1,2206; 1,22059; 2,29256; 2,29257; 45,9359; 45,9359; 
582; 1,2163; 1,21629; 2,29172; 2,29172; 45,9148; 45,9148; 
583; 1,21201; 1,212; 2,29088; 2,29088; 45,8937; 45,8937; 
584; 1,20773; 1,20772; 2,29002; 2,29003; 45,8725; 45,8725; 
585; 1,20345; 1,20344; 2,28917; 2,28917; 45,8513; 45,8513; 
586; 1,19918; 1,19917; 2,28831; 2,28831; 45,8301; 45,8301; 
587; 1,19492; 1,19491; 2,28744; 2,28745; 45,8088; 45,8089; 
588; 1,19067; 1,19066; 2,28657; 2,28658; 45,7875; 45,7875; 
589; 1,18642; 1,18642; 2,2857; 2,2857; 45,7662; 45,7662; 
590; 1,18219; 1,18218; 2,28482; 2,28482; 45,7448; 45,7448; 
591; 1,17796; 1,17795; 2,28394; 2,28394; 45,7234; 45,7234; 
592; 1,17373; 1,17372; 2,28305; 2,28305; 45,7019; 45,7019; 
593; 1,16952; 1,16951; 2,28215; 2,28216; 45,6804; 45,6804; 
594; 1,16531; 1,1653; 2,28126; 2,28126; 45,6589; 45,6589; 
595; 1,16111; 1,1611; 2,28035; 2,28036; 45,6373; 45,6373; 
596; 1,15692; 1,15691; 2,27945; 2,27945; 45,6157; 45,6157; 
597; 1,15273; 1,15272; 2,27854; 2,27854; 45,5941; 45,5941; 
598; 1,14856; 1,14855; 2,27762; 2,27762; 45,5724; 45,5724; 
599; 1,14439; 1,14438; 2,2767; 2,2767; 45,5506; 45,5507; 
600; 1,14022; 1,14022; 2,27577; 2,27578; 45,5289; 45,5289; 
601; 1,13607; 1,13606; 2,27484; 2,27485; 45,5071; 45,5071; 
602; 1,13192; 1,13191; 2,27391; 2,27391; 45,4852; 45,4853; 
603; 1,12778; 1,12778; 2,27297; 2,27297; 45,4634; 45,4634; 
604; 1,12365; 1,12364; 2,27203; 2,27203; 45,4414; 45,4415; 
605; 1,11953; 1,11952; 2,27108; 2,27108; 45,4195; 45,4195; 
606; 1,11541; 1,1154; 2,27013; 2,27013; 45,3975; 45,3975; 
607; 1,1113; 1,11129; 2,26917; 2,26917; 45,3755; 45,3755; 
608; 1,1072; 1,10719; 2,26821; 2,26821; 45,3534; 45,3534; 
609; 1,10311; 1,1031; 2,26725; 2,26725; 45,3313; 45,3313; 
610; 1,09902; 1,09901; 2,26628; 2,26628; 45,3091; 45,3092; 
611; 1,09494; 1,09493; 2,2653; 2,26531; 45,2869; 45,287; 
612; 1,09087; 1,09086; 2,26432; 2,26433; 45,2647; 45,2647; 
613; 1,08681; 1,0868; 2,26334; 2,26334; 45,2425; 45,2425; 
614; 1,08275; 1,08274; 2,26236; 2,26236; 45,2202; 45,2202; 
615; 1,0787; 1,07869; 2,26136; 2,26137; 45,1978; 45,1979; 
616; 1,07466; 1,07465; 2,26037; 2,26037; 45,1755; 45,1755; 
617; 1,07063; 1,07062; 2,25937; 2,25937; 45,153; 45,1531; 
618; 1,0666; 1,0666; 2,25837; 2,25837; 45,1306; 45,1306; 
619; 1,06259; 1,06258; 2,25736; 2,25736; 45,1081; 45,1081; 
620; 1,05858; 1,05857; 2,25634; 2,25635; 45,0856; 45,0856; 
621; 1,05457; 1,05456; 2,25533; 2,25533; 45,063; 45,063; 
622; 1,05058; 1,05057; 2,25431; 2,25431; 45,0404; 45,0404; 
623; 1,04659; 1,04658; 2,25328; 2,25328; 45,0178; 45,0178; 
624; 1,04261; 1,0426; 2,25225; 2,25226; 44,9951; 44,9951; 
625; 1,03864; 1,03863; 2,25122; 2,25122; 44,9724; 44,9724; 
626; 1,03467; 1,03466; 2,25018; 2,25018; 44,9496; 44,9497; 
627; 1,03072; 1,03071; 2,24914; 2,24914; 44,9268; 44,9269; 
628; 1,02677; 1,02676; 2,2481; 2,2481; 44,904; 44,904; 
629; 1,02282; 1,02281; 2,24705; 2,24705; 44,8811; 44,8812; 
630; 1,01889; 1,01888; 2,24599; 2,24599; 44,8582; 44,8583; 
631; 1,01496; 1,01495; 2,24493; 2,24494; 44,8353; 44,8353; 
632; 1,01104; 1,01103; 2,24387; 2,24387; 44,8123; 44,8123; 
633; 1,00713; 1,00712; 2,24281; 2,24281; 44,7893; 44,7893; 
634; 1,00323; 1,00322; 2,24174; 2,24174; 44,7662; 44,7663; 
635; 0,99933; 0,999321; 2,24066; 2,24066; 44,7432; 44,7432; 
636; 0,995441; 0,995432; 2,23958; 2,23959; 44,72; 44,72; 
637; 0,991559; 0,99155; 2,2385; 2,2385; 44,6969; 44,6969; 
638; 0,987685; 0,987676; 2,23742; 2,23742; 44,6736; 44,6737; 
639; 0,983819; 0,98381; 2,23633; 2,23633; 44,6504; 44,6504; 
640; 0,97996; 0,979951; 2,23523; 2,23524; 44,6271; 44,6271; 
641; 0,976109; 0,9761; 2,23414; 2,23414; 44,6038; 44,6038; 
642; 0,972265; 0,972257; 2,23303; 2,23304; 44,5804; 44,5805; 
643; 0,968429; 0,968421; 2,23193; 2,23193; 44,557; 44,5571; 
644; 0,964601; 0,964592; 2,23082; 2,23082; 44,5336; 44,5336; 
645; 0,96078; 0,960771; 2,22971; 2,22971; 44,5101; 44,5101; 
646; 0,956967; 0,956958; 2,22859; 2,22859; 44,4866; 44,4866; 
647; 0,953161; 0,953152; 2,22747; 2,22747; 44,4631; 44,4631; 
648; 0,949363; 0,949354; 2,22634; 2,22635; 44,4395; 44,4395; 
649; 0,945572; 0,945564; 2,22521; 2,22522; 44,4159; 44,4159; 
650; 0,94179; 0,941781; 2,22408; 2,22408; 44,3922; 44,3922; 
651; 0,938014; 0,938005; 2,22295; 2,22295; 44,3685; 44,3685; 
652; 0,934246; 0,934238; 2,22181; 2,22181; 44,3448; 44,3448; 
653; 0,930486; 0,930478; 2,22066; 2,22066; 44,321; 44,321; 
654; 0,926734; 0,926725; 2,21952; 2,21952; 44,2972; 44,2972; 
655; 0,922989; 0,92298; 2,21836; 2,21837; 44,2733; 44,2733; 
656; 0,919251; 0,919242; 2,21721; 2,21721; 44,2494; 44,2494; 
657; 0,915521; 0,915513; 2,21605; 2,21605; 44,2255; 44,2255; 
658; 0,911799; 0,91179; 2,21489; 2,21489; 44,2015; 44,2016; 
659; 0,908084; 0,908076; 2,21372; 2,21372; 44,1775; 44,1776; 
660; 0,904377; 0,904369; 2,21255; 2,21256; 44,1535; 44,1535; 
661; 0,900678; 0,900669; 2,21138; 2,21138; 44,1294; 44,1294; 
662; 0,896986; 0,896977; 2,2102; 2,21021; 44,1053; 44,1053; 
663; 0,893301; 0,893293; 2,20902; 2,20903; 44,0811; 44,0812; 
664; 0,889625; 0,889616; 2,20784; 2,20784; 44,057; 44,057; 
665; 0,885955; 0,885947; 2,20665; 2,20665; 44,0327; 44,0327; 
666; 0,882294; 0,882285; 2,20546; 2,20546; 44,0085; 44,0085; 
667; 0,87864; 0,878631; 2,20427; 2,20427; 43,9841; 43,9842; 
668; 0,874993; 0,874985; 2,20307; 2,20307; 43,9598; 43,9598; 
669; 0,871354; 0,871346; 2,20187; 2,20187; 43,9354; 43,9354; 
670; 0,867723; 0,867715; 2,20066; 2,20066; 43,911; 43,911; 
671; 0,864099; 0,864091; 2,19945; 2,19945; 43,8865; 43,8866; 
672; 0,860483; 0,860475; 2,19824; 2,19824; 43,862; 43,8621; 
673; 0,856875; 0,856866; 2,19702; 2,19702; 43,8375; 43,8375; 
674; 0,853274; 0,853265; 2,1958; 2,19581; 43,8129; 43,8129; 
675; 0,84968; 0,849672; 2,19458; 2,19458; 43,7883; 43,7883; 
676; 0,846095; 0,846086; 2,19335; 2,19336; 43,7637; 43,7637; 
677; 0,842516; 0,842508; 2,19213; 2,19213; 43,739; 43,739; 
678; 0,838946; 0,838937; 2,19089; 2,19089; 43,7143; 43,7143; 
679; 0,835383; 0,835374; 2,18966; 2,18966; 43,6895; 43,6895; 
680; 0,831827; 0,831819; 2,18842; 2,18842; 43,6647; 43,6647; 
681; 0,828279; 0,828271; 2,18717; 2,18717; 43,6398; 43,6399; 
682; 0,824739; 0,824731; 2,18593; 2,18593; 43,615; 43,615; 
683; 0,821206; 0,821198; 2,18468; 2,18468; 43,5901; 43,5901; 
684; 0,817681; 0,817673; 2,18342; 2,18342; 43,5651; 43,5651; 
685; 0,814164; 0,814155; 2,18217; 2,18217; 43,5401; 43,5401; 
686; 0,810654; 0,810645; 2,18091; 2,18091; 43,5151; 43,5151; 
687; 0,807151; 0,807143; 2,17964; 2,17964; 43,49; 43,49; 
688; 0,803657; 0,803648; 2,17838; 2,17838; 43,4649; 43,4649; 
689; 0,800169; 0,800161; 2,17711; 2,17711; 43,4397; 43,4397; 
690; 0,79669; 0,796681; 2,17583; 2,17583; 43,4146; 43,4146; 
691; 0,793218; 0,793209; 2,17456; 2,17456; 43,3893; 43,3893; 
692; 0,789753; 0,789745; 2,17328; 2,17328; 43,3641; 43,3641; 
693; 0,786296; 0,786288; 2,17199; 2,17199; 43,3388; 43,3388; 
694; 0,782847; 0,782838; 2,17071; 2,17071; 43,3134; 43,3134; 
695; 0,779405; 0,779397; 2,16942; 2,16942; 43,288; 43,2881; 
696; 0,775971; 0,775963; 2,16813; 2,16813; 43,2626; 43,2626; 
