0,0
0.002,0.002
0.000386099,0.000386099
-0.00417461,-0.00417461
-0.0259308,-0.0259308
-0.0638482,-0.0638482
-0.0947657,-0.0947657
-0.118683,-0.118683
-0.135601,-0.135601
-0.145518,-0.145518
-0.149371,-0.149371
-0.156222,-0.156222
-0.165726,-0.165726
-0.273524,-0.273524
-0.374444,-0.374444
-0.468365,-0.468365
-0.555286,-0.555286
-0.635207,-0.635207
-0.708128,-0.708128
-0.774049,-0.774049
-0.83297,-0.83297
-0.884891,-0.884891
-0.929812,-0.929812
-0.967733,-0.967733
-0.998653,-0.998653
-1.02257,-1.02257
-1.0395,-1.0395
-1.04942,-1.04942
-1.05327,-1.05327
-1.06012,-1.06012
-1.06998,-1.06998
-1.08283,-1.08283
-1.09868,-1.09868
-1.26381,-1.26381
-1.43397,-1.43397
-1.59713,-1.59713
-1.75329,-1.75329
-1.90245,-1.90245
-2.04461,-2.04461
-2.17978,-2.17978
-2.30794,-2.30794
-2.4291,-2.4291
-2.54326,-2.54326
-2.65042,-2.65042
-2.75058,-2.75058
-2.84374,-2.84374
-2.9299,-2.9299
-3.00906,-3.00906
-3.08122,-3.08122
-3.14638,-3.14638
-3.20454,-3.20454
-3.25571,-3.25571
-3.26311,-3.26311
-3.27351,-3.27351
-3.28691,-3.28691
-3.30331,-3.30331
-3.32271,-3.32271
-3.34511,-3.34511
-3.37044,-3.37044
-3.65876,-3.65876
-3.94009,-3.94009
-4.21442,-4.21442
-4.48175,-4.48175
-4.74207,-4.74207
-4.9954,-4.9954
-5.24173,-5.24173
-5.48106,-5.48106
-5.71339,-5.71339
-5.93872,-5.93872
-6.15704,-6.15704
-6.36837,-6.36837
-6.5727,-6.5727
-6.77003,-6.77003
-6.96036,-6.96036
-7.14368,-7.14368
-7.32001,-7.32001
-7.48934,-7.48934
-7.65167,-7.65167
-7.807,-7.807
-7.95532,-7.95532
-8.09665,-8.09665
-8.23098,-8.23098
-8.35831,-8.35831
-8.47864,-8.47864
-8.59197,-8.59197
-8.69829,-8.69829
-8.79762,-8.79762
-8.88995,-8.88995
-8.90089,-8.90089
-8.91483,-8.91483
-8.93177,-8.93177
-8.95171,-8.95171
-8.97465,-8.97465
-9.00059,-9.00059
-9.02954,-9.02954
-9.06148,-9.06148
-9.09642,-9.09642
-9.13436,-9.13436
-9.1753,-9.1753
-9.18677,-9.18677
-9.57948,-9.57948
-9.9652,-9.9652
-10.3439,-10.3439
-10.7156,-10.7156
-11.0804,-11.0804
-11.4381,-11.4381
-11.7888,-11.7888
-12.1325,-12.1325
-12.4692,-12.4692
-12.7989,-12.7989
-13.1217,-13.1217
-13.4374,-13.4374
-13.7461,-13.7461
-14.0478,-14.0478
-14.3425,-14.3425
-14.6303,-14.6303
-14.911,-14.911
-15.1847,-15.1847
-15.4514,-15.4514
-15.7111,-15.7111
-15.9639,-15.9639
-16.2096,-16.2096
-16.4483,-16.4483
-16.68,-16.68
-16.9047,-16.9047
-17.1225,-17.1225
-17.3332,-17.3332
-17.5369,-17.5369
-17.7336,-17.7336
-17.9233,-17.9233
-18.106,-18.106
-18.2818,-18.2818
-18.4505,-18.4505
-18.6122,-18.6122
-18.6291,-18.6291
-18.649,-18.649
-18.6719,-18.6719
-18.6978,-18.6978
-18.7267,-18.7267
-18.7587,-18.7587
-18.7936,-18.7936
-18.8315,-18.8315
-18.8724,-18.8724
-18.9163,-18.9163
-18.9544,-18.9544
-18.9613,-18.9613
-18.9839,-18.9839
-19.3586,-19.3586
-19.7271,-19.7271
-20.0885,-20.0885
-20.443,-20.443
-20.7904,-20.7904
-21.1309,-21.1309
-21.4643,-21.4643
-21.7908,-21.7908
-22.1102,-22.1102
-22.4227,-22.4227
-22.7281,-22.7281
-23.0266,-23.0266
-23.318,-23.318
-23.6025,-23.6025
-23.8799,-23.8799
-24.1504,-24.1504
-24.4138,-24.4138
-24.6703,-24.6703
-24.6953,-24.6953
-24.7234,-24.7234
-24.7544,-24.7544
