==========================================;;;;;;;
Metoda Hooke'a-Jeevesa;;;;;;;
==========================================;;;;;;;
;;;;;;;
--- Krok startowy s = 1.000000 ---;;;;;;;
--- Tabela 1 (dane surowe) ---;;;;;;;
x1_start;x2_start;x1_opt;x2_opt;y_opt;f_calls;flag;
0.093360;0.096542;-0.000243;0.000234;3,63E-06; ;47;1
0.732007;-0.234072;0.774138;-0.000246;0,61985; ;113;1
0.155713;0.877159;0.000787;0.774354;0,619861; ;65;1
0.139280;0.639719;0.000883;0.774920;0,619863; ;75;1
0.423482;0.755245;0.775265;0.774010;1,2397; ;85;1
0.157993;0.609869;-0.000483;0.774742;0,619845; ;97;1
-0.116456;0.085893;-0.000091;0.000353;4,24E-06; ;67;1
0.385730;0.436555;0.774855;0.774308;1,23968; ;65;1
-0.613974;0.539843;0.000017;-0.000396;5,00E-06; ;59;1
-0.563408;0.119103;0.000185;-0.000476;8,31E-06; ;83;1
0.027689;-0.302885;0.000359;0.000327;7,52E-06; ;61;1
-0.107750;0.711876;0.000126;0.775109;0,619843; ;65;1
0.789175;0.821915;0.774527;0.774544;1,23968; ;49;1
0.223357;0.376110;0.775384;0.774438;1,23969; ;75;1
-0.773764;0.173690;-0.774664;0.000838;0,61986; ;45;1
0.121689;0.562604;0.000019;0.774928;0,619839; ;85;1
0.795107;0.782037;0.775141;0.775399;1,23969; ;77;1
-0.272424;0.343627;0.000072;0.774876;0,619838; ;67;1
-0.367482;0.213920;0.000234;0.774727;0,619839; ;67;1
;;;;;;;
--- Tabela 2 (podsumowanie) dla s = 0.500000 ---;;;;;;;
Liczba znalezionych minimow globalnych:;22/100;;;;;;
Srednia liczba wywolan f. celu (dla globalnych):;72.636364;;;;;;
------------------------------------------;;;;;;;
;;;;;;;
--- Krok startowy s = 0.100000 ---;;;;;;;
--- Tabela 1 (dane surowe) ---;;;;;;;
x1_start;x2_start;x1_opt;x2_opt;y_opt;f_calls;flag;
-0.939863;-0.528581;-0.774835;-0.774329;1,23968; ;47;1
0.462144;0.113548;0.774317;0.000514;0,619851; ;49;1
0.187976;-0.885121;0.000221;-0.774743;0,619839; ;51;1
-0.999535;0.577726;-0.775344;0.774340;1,23969; ;77;1
-0.335662;-0.114013;0.000100;-0.000198;1,57E-06; ;55;1
-0.109819;-0.020080;0.000124;0.000243;2,37E-06; ;63;1
-0.848758;0.958919;-0.774878;0.774337;1,23968; ;53;1
-0.493006;0.562468;-0.774501;0.774910;1,23968; ;61;1
0.880212;-0.107936;0.775027;0.000660;0,619854; ;43;1
-0.463352;-0.172573;0.000119;-0.000129;9,85E-07; ;77;1
0.572135;0.902308;0.774696;0.774934;1,23968; ;51;1
-0.811481;0.015771;-0.773942;0.000496;0,619864; ;49;1
-0.284900;-0.062492;-0.000385;-0.000356;8,77E-06; ;57;1
-0.170673;-0.237830;0.000236;0.000653;1,53E-05; ;67;1
-0.094480;-0.688964;0.000406;-0.774585;0,619843; ;73;1
0.203552;-0.587789;0.000063;-0.774684;0,619837; ;73;1
-0.906836;-0.349884;-0.774547;-0.000477;0,619845; ;85;1
0.321283;0.442356;0.000269;0.774577;0,61984; ;79;1
-0.502656;-0.749385;-0.775452;-0.774628;1,23969; ;61;1
-0.374886;0.027076;-0.000073;-0.000124;6,62E-07; ;51;1
0.446188;0.349505;0.774829;-0.000306;0,619841; ;53;1
-0.540254;-0.728199;-0.774680;-0.774584;1,23967; ;53;1
-0.197116;0.771677;-0.000234;0.774607;0,619839; ;49;1
0.202888;0.349107;-0.000234;-0.000582;1,25E-05; ;57;1
0.311310;-0.275648;-0.000171;-0.000239;2,75E-06; ;69;1
0.062087;-0.540429;-0.000022;-0.775426;0,619853; ;59;1
-0.040353;-0.493686;0.000206;-0.774863;0,619839; ;47;1
-0.639480;0.040770;-0.774605;0.000384;0,619842; ;55;1
0.083481;-0.725782;0.000287;-0.775142;0,619845; ;53;1
0.025447;0.662860;0.000244;0.774410;0,619842; ;37;1
0.871388;0.089101;0.774883;0.000157;0,619839; ;61;1
0.012444;-0.400266;-0.000318;-0.000044;3,27E-06; ;39;1
0.990796;-0.475984;0.774896;-0.775182;1,23968; ;55;1
0.634889;0.744086;0.774277;0.774493;1,23968; ;49;1
0.788368;-0.103389;0.774611;0.000366;0,619842; ;59;1
0.991454;0.417164;0.775418;0.774421;1,23969; ;69;1
0.020553;0.633680;0.000430;0.775175;0,61985; ;55;1
0.124226;-0.984045;-0.000465;-0.775122;0,619849; ;57;1
-0.753948;-0.455101;-0.775474;0.000145;0,619856; ;53;1
0.710731;-0.560402;0.774904;-0.774461;1,23968; ;47;1
-0.390944;0.704033;-0.000263;0.774637;0,61984; ;59;1
0.694795;0.580522;0.774973;0.775058;1,23968; ;63;1
0.917241;0.558335;0.774914;0.774776;1,23968; ;79;1
0.397533;-0.314276;0.775184;0.000345;0,619848; ;67;1
0.466293;-0.668267;0.775095;-0.774606;1,23968; ;65;1
0.151325;0.940993;-0.000083;0.774798;0,619838; ;45;1
0.645258;0.070108;0.774421;0.000133;0,61984; ;77;1
0.270082;0.546539;-0.000340;0.774500;0,619842; ;49;1
-0.845604;0.039876;-0.774001;-0.000214;0,619855; ;57;1
-0.489271;0.390952;-0.774630;0.774443;1,23968; ;71;1
-0.623923;0.492935;-0.775004;0.774868;1,23968; ;51;1
0.063553;0.715887;0.000253;0.775431;0,619855; ;49;1
0.344435;0.747803;-0.000246;0.774682;0,619839; ;55;1
-0.943001;0.682899;-0.775011;0.774538;1,23968; ;79;1
0.863324;0.089552;0.774557;-0.000120;0,619838; ;61;1
-0.047075;-0.066111;-0.000026;0.000179;1,04E-06; ;63;1
-0.599774;0.113722;-0.774041;-0.000041;0,619851; ;47;1
0.171220;0.345071;0.000392;-0.000632;1,76E-05; ;41;1
0.493013;-0.885838;0.775278;-0.774896;1,23969; ;67;1
0.241270;-0.489311;-0.000057;-0.774807;0,619838; ;41;1
-0.649387;-0.856463;-0.774717;-0.774878;1,23968; ;49;1
0.296840;0.686550;-0.000087;0.775095;0,619842; ;79;1
0.164193;-0.702070;-0.000297;-0.774279;0,619846; ;43;1
-0.213582;0.005587;-0.000272;-0.000171;3,29E-06; ;59;1
0.252323;0.265982;-0.000410;0.000579;1,60E-05; ;55;1
-0.241059;-0.346476;-0.000603;0.000397;1,66E-05; ;75;1
0.895812;0.797747;0.774847;0.774614;1,23968; ;65;1
0.482436;-0.461271;0.774707;0.000299;0,61984; ;69;1
-0.297978;0.976129;-0.000265;0.774745;0,619839; ;49;1
0.606997;0.601688;0.774672;0.774808;1,23967; ;47;1
-0.814154;0.649013;-0.774366;0.774289;1,23968; ;59;1
0.558564;0.265216;0.775344;0.000413;0,619855; ;53;1
-0.007586;0.261120;-0.000192;0.000234;2,92E-06; ;73;1
-0.434990;0.532575;0.000044;0.774980;0,619839; ;53;1
-0.316873;-0.872034;-0.000074;-0.774697;0,619837; ;53;1
0.393081;-0.955345;0.774722;-0.775361;1,23969; ;59;1
0.442958;0.242646;0.774709;0.000274;0,61984; ;47;1
0.313480;0.035846;0.000041;0.000197;1,29E-06; ;67;1
-0.392573;-0.832245;0.000240;-0.774436;0,619841; ;53;1
-0.350904;0.336325;-0.000044;0.000276;2,48E-06; ;67;1
-0.001847;-0.249924;-0.000285;0.000076;2,77E-06; ;31;1
0.093360;0.096542;0.000114;0.000458;7,10E-06; ;49;1
0.732007;-0.234072;0.775285;-0.000351;0,619851; ;73;1
0.155713;0.877159;-0.000066;0.774951;0,619839; ;53;1
0.139280;0.639719;0.000168;0.774697;0,619838; ;77;1
0.423482;0.755245;0.774970;0.774673;1,23968; ;61;1
0.157993;0.609869;-0.000267;0.774756;0,61984; ;51;1
-0.116456;0.085893;0.000179;-0.000295;3,79E-06; ;69;1
0.385730;0.436555;0.774777;0.774384;1,23968; ;55;1
-0.613974;0.539843;-0.774797;0.774818;1,23967; ;55;1
-0.563408;0.119103;-0.774590;0.000237;0,619839; ;75;1
0.027689;-0.302885;0.000181;-0.000052;1,13E-06; ;43;1
-0.107750;0.711876;0.000266;0.774448;0,619842; ;51;1
0.789175;0.821915;0.774803;0.775034;1,23968; ;37;1
0.223357;0.376110;0.000095;0.775049;0,619841; ;55;1
-0.773764;0.173690;-0.774631;0.000249;0,619839; ;57;1
0.121689;0.562604;0.000115;0.774648;0,619838; ;71;1
0.795107;0.782037;0.774651;0.774735;1,23967; ;55;1
-0.272424;0.343627;-0.000405;-0.000634;1,80E-05; ;71;1
-0.367482;0.213920;-0.000337;0.000227;5,27E-06; ;55;1
;;;;;;;
--- Tabela 2 (podsumowanie) dla s = 0.100000 ---;;;;;;;
Liczba znalezionych minimow globalnych:;23/100;;;;;;
Srednia liczba wywolan f. celu (dla globalnych):;58.826087;;;;;;
------------------------------------------;;;;;;;
;;;;;;;
--- Krok startowy s = 0.050000 ---;;;;;;;
--- Tabela 1 (dane surowe) ---;;;;;;;
x1_start;x2_start;x1_opt;x2_opt;y_opt;f_calls;flag;
-0.939863;-0.528581;-0.775133;-0.774046;1,23969; ;79;1
0.462144;0.113548;0.773986;0.000128;0,619854; ;55;1
0.187976;-0.885121;0.000012;-0.774902;0,619838; ;67;1
-0.999535;0.577726;-0.774696;0.774443;1,23968; ;53;1
-0.335662;-0.114013;0.000047;0.000259;2,20E-06; ;31;1
-0.109819;-0.020080;0.000035;0.000003;3,89E-08; ;53;1
-0.848758;0.958919;-0.775123;0.774728;1,23968; ;73;1
-0.493006;0.562468;-0.774867;0.775118;1,23968; ;55;1
0.880212;-0.107936;0.775076;-0.000082;0,619841; ;45;1
-0.463352;-0.172573;-0.775265;-0.000064;0,619847; ;63;1
0.572135;0.902308;0.774562;0.774948;1,23968; ;45;1
-0.811481;0.015771;-0.775033;0.000344;0,619844; ;45;1
-0.284900;-0.062492;0.000053;-0.000052;1,76E-07; ;55;1
-0.170673;-0.237830;0.000135;0.000272;2,94E-06; ;43;1
-0.094480;-0.688964;-0.000212;-0.775102;0,619843; ;53;1
0.203552;-0.587789;-0.000271;-0.774119;0,619851; ;45;1
-0.906836;-0.349884;-0.774721;0.000036;0,619837; ;45;1
0.321283;0.442356;0.000474;0.775107;0,619849; ;69;1
-0.502656;-0.749385;-0.774960;-0.774531;1,23968; ;55;1
-0.374886;0.027076;0.000034;0.000072;2,04E-07; ;45;1
0.446188;0.349505;0.775469;-0.000207;0,619856; ;79;1
-0.540254;-0.728199;-0.775142;-0.774723;1,23968; ;59;1
-0.197116;0.771677;0.000540;0.774765;0,619847; ;29;1
0.202888;0.349107;-0.000474;0.000200;8,45E-06; ;61;1
0.311310;-0.275648;0.000265;-0.000561;1,23E-05; ;65;1
0.062087;-0.540429;0.000042;-0.774453;0,619839; ;53;1
-0.040353;-0.493686;0.000306;-0.774576;0,619841; ;61;1
-0.639480;0.040770;-0.774831;-0.000844;0,61986; ;59;1
0.083481;-0.725782;0.000538;-0.774475;0,619848; ;45;1
0.025447;0.662860;-0.000267;0.774623;0,61984; ;41;1
0.871388;0.089101;0.774946;0.000660;0,619853; ;57;1
0.012444;-0.400266;0.000571;0.000029;1,04E-05; ;35;1
0.990796;-0.475984;0.775088;-0.774907;1,23968; ;49;1
0.634889;0.744086;0.774564;0.774565;1,23968; ;59;1
0.788368;-0.103389;0.774701;0.000187;0,619838; ;47;1
0.991454;0.417164;0.774860;0.774342;1,23968; ;69;1
0.020553;0.633680;0.000237;0.774583;0,61984; ;43;1
0.124226;-0.984045;-0.000351;-0.774126;0,619852; ;59;1
-0.753948;-0.455101;-0.774653;-0.774993;1,23968; ;53;1
0.710731;-0.560402;0.774302;-0.774734;1,23968; ;57;1
-0.390944;0.704033;0.000220;0.774772;0,619839; ;57;1
0.694795;0.580522;0.774514;0.773934;1,23969; ;47;1
0.917241;0.558335;0.775055;0.775113;1,23968; ;53;1
0.397533;-0.314276;0.774978;-0.000353;0,619843; ;63;1
0.466293;-0.668267;0.774245;-0.774214;1,23969; ;85;1
0.151325;0.940993;0.000485;0.775073;0,619849; ;55;1
0.645258;0.070108;0.774585;0.000017;0,619838; ;45;1
0.270082;0.546539;-0.000682;0.775029;0,619855; ;39;1
-0.845604;0.039876;-0.774916;-0.000063;0,619839; ;61;1
-0.489271;0.390952;-0.774867;0.774281;1,23968; ;63;1
-0.623923;0.492935;-0.774518;0.774922;1,23968; ;47;1
0.063553;0.715887;-0.000024;0.774414;0,61984; ;51;1
0.344435;0.747803;-0.000306;0.774644;0,61984; ;53;1
-0.943001;0.682899;-0.774054;0.774315;1,23969; ;39;1
0.863324;0.089552;0.774815;-0.000101;0,619838; ;37;1
-0.047075;-0.066111;-0.000200;0.000004;1,27E-06; ;37;1
-0.599774;0.113722;-0.774647;-0.000050;0,619837; ;57;1
0.171220;0.345071;0.000379;0.000153;5,30E-06; ;59;1
0.493013;-0.885838;0.775244;-0.775352;1,2397; ;41;1
0.241270;-0.489311;0.000334;-0.774310;0,619846; ;67;1
-0.649387;-0.856463;-0.775152;-0.774705;1,23968; ;57;1
0.296840;0.686550;-0.000279;0.774680;0,61984; ;51;1
0.164193;-0.702070;-0.000210;-0.774910;0,61984; ;57;1
-0.213582;0.005587;0.000362;-0.000041;4,23E-06; ;81;1
0.252323;0.265982;-0.000306;-0.000074;3,16E-06; ;39;1
-0.241059;-0.346476;-0.000135;-0.000328;4,01E-06; ;57;1
0.895812;0.797747;0.774746;0.774730;1,23967; ;43;1
0.482436;-0.461271;0.775334;-0.774916;1,23969; ;61;1
-0.297978;0.976129;-0.000347;0.774906;0,619842; ;47;1
0.606997;0.601688;0.774099;0.774314;1,23969; ;45;1
-0.814154;0.649013;-0.773951;0.774905;1,23969; ;45;1
0.558564;0.265216;0.774695;0.000060;0,619837; ;59;1
-0.007586;0.261120;-0.000038;-0.000381;4,68E-06; ;65;1
-0.434990;0.532575;0.000422;0.775222;0,619851; ;47;1
-0.316873;-0.872034;-0.000417;-0.774548;0,619844; ;69;1
0.393081;-0.955345;0.774078;-0.774485;1,23969; ;53;1
0.442958;0.242646;0.774977;0.000676;0,619854; ;67;1
0.313480;0.035846;-0.000197;-0.000325;4,60E-06; ;43;1
-0.392573;-0.832245;-0.000653;-0.774609;0,619851; ;79;1
-0.350904;0.336325;-0.000177;-0.000403;6,18E-06; ;59;1
-0.001847;-0.249924;0.000495;0.000191;8,97E-06; ;39;1
0.093360;0.096542;-0.000254;-0.000228;3,72E-06; ;61;1
0.732007;-0.234072;0.775243;-0.000382;0,619851; ;57;1
0.155713;0.877159;-0.000413;0.774819;0,619843; ;41;1
0.139280;0.639719;0.000382;0.774867;0,619843; ;49;1
0.423482;0.755245;0.774390;0.774311;1,23968; ;53;1
0.157993;0.609869;0.000052;0.774324;0,619842; ;55;1
-0.116456;0.085893;0.000259;0.000556;1,20E-05; ;49;1
0.385730;0.436555;0.000066;0.774587;0,619838; ;53;1
-0.613974;0.539843;-0.774662;0.774749;1,23967; ;47;1
-0.563408;0.119103;-0.774416;0.000147;0,619841; ;49;1
0.027689;-0.302885;0.000051;-0.000693;1,54E-05; ;65;1
-0.107750;0.711876;0.000378;0.774231;0,619849; ;65;1
0.789175;0.821915;0.774780;0.774975;1,23968; ;47;1
0.223357;0.376110;-0.000409;-0.000123;5,80E-06; ;49;1
-0.773764;0.173690;-0.774531;0.000245;0,61984; ;41;1
0.121689;0.562604;-0.000027;0.774470;0,619839; ;47;1
0.795107;0.782037;0.774641;0.774779;1,23967; ;37;1
-0.272424;0.343627;0.000145;-0.000067;8,15E-07; ;59;1
-0.367482;0.213920;0.000435;0.000125;6,53E-06; ;47;1
;;;;;;;
--- Tabela 2 (podsumowanie) dla s = 0.050000 ---;;;;;;;
Liczba znalezionych minimow globalnych:;23/100;;;;;;
Srednia liczba wywolan f. celu (dla globalnych):;52.043478;;;;;;
------------------------------------------;;;;;;;
