0;0;0
0,1;0,002175;0,043124
0,2;0,00855;0,084004
0,3;0,018903;0,122698
0,4;0,033019;0,159264
0,5;0,050687;0,193759
0,6;0,071703;0,22624
0,7;0,09587;0,256766
0,8;0,122993;0,285392
0,9;0,152887;0,312177
1;0,185369;0,337176
1,1;0,220264;0,360446
1,2;0,257403;0,382043
1,3;0,296619;0,402021
1,4;0,337755;0,420435
1,5;0,380656;0,437339
1,6;0,425174;0,452787
1,7;0,471166;0,46683
1,8;0,518495;0,479521
1,9;0,567027;0,490911
2;0,616636;0,50105
2,1;0,667197;0,509988
2,2;0,718595;0,517773
2,3;0,770715;0,524452
2,4;0,82345;0,530073
2,5;0,876696;0,534682
2,6;0,930354;0,538323
2,7;0,98433;0,541041
2,8;1,038533;0,542879
2,9;1,092878;0,543878
3;1,147282;0,544079
3,1;1,201668;0,543524
3,2;1,255963;0,54225
3,3;1,310096;0,540297
3,4;1,364001;0,537701
3,5;1,417615;0,534498
3,6;1,470881;0,530724
3,7;1,523742;0,526412
3,8;1,576147;0,521596
3,9;1,628046;0,516308
4;1,679394;0,510579
4,1;1,730148;0,504439
4,2;1,780269;0,497917
4,3;1,829719;0,491043
4,4;1,878466;0,483843
4,5;1,926478;0,476343
4,6;1,973726;0,468569
4,7;2,020183;0,460545
4,8;2,065827;0,452296
4,9;2,110636;0,443844
5;2,15459;0,43521
5,1;2,197673;0,426417
5,2;2,239869;0,417483
5,3;2,281165;0,408429
5,4;2,321551;0,399273
5,5;2,361017;0,390032
5,6;2,399555;0,380724
5,7;2,43716;0,371365
5,8;2,473827;0,36197
5,9;2,509553;0,352554
6;2,544338;0,343131
6,1;2,57818;0,333715
6,2;2,611081;0,324317
6,3;2,643044;0,31495
6,4;2,674073;0,305625
6,5;2,704171;0,296353
6,6;2,733345;0,287144
6,7;2,761602;0,278007
6,8;2,788949;0,268951
6,9;2,815396;0,259985
7;2,84095;0,251116
7,1;2,865622;0,242352
7,2;2,889424;0,233698
7,3;2,912366;0,225163
7,4;2,93446;0,21675
7,5;2,95572;0,208466
7,6;2,976158;0,200316
7,7;2,995788;0,192303
7,8;3,014624;0,184433
7,9;3,032679;0,176708
8;3,04997;0,169131
8,1;3,066511;0,161706
8,2;3,082317;0,154436
8,3;3,097403;0,147321
8,4;3,111786;0,140365
8,5;3,125481;0,133568
8,6;3,138505;0,126933
8,7;3,150873;0,120459
8,8;3,162602;0,114147
8,9;3,173708;0,107999
9;3,184207;0,102014
9,1;3,194116;0,096192
9,2;3,203451;0,090533
9,3;3,212228;0,085036
9,4;3,220464;0,079701
9,5;3,228174;0,074527
9,6;3,235375;0,069513
9,7;3,242082;0,064657
9,8;3,248311;0,059958
9,9;3,254079;0,055415
10;3,259399;0,051026
10,1;3,264289;0,04679
10,2;3,268762;0,042704
10,3;3,272835;0,038766
10,4;3,27652;0,034974
10,5;3,279834;0,031327
10,6;3,28279;0,027821
10,7;3,285403;0,024454
10,8;3,287686;0,021225
10,9;3,289652;0,01813
11;3,291316;0,015167
11,1;3,29269;0,012333
11,2;3,293787;0,009626
11,3;3,294619;0,007042
11,4;3,2952;0,00458
11,5;3,295539;0,002237
11,6;3,295651;0,000009
11,7;3,295545;-0,002106
11,8;3,295233;-0,004112
11,9;3,294726;-0,00601
12;3,294035;-0,007803
12,1;3,293169;-0,009495
12,2;3,292139;-0,011088
12,3;3,290955;-0,012586
12,4;3,289625;-0,01399
12,5;3,28816;-0,015304
12,6;3,286567;-0,01653
12,7;3,284856;-0,017671
12,8;3,283036;-0,018731
12,9;3,281113;-0,019711
13;3,279096;-0,020614
13,1;3,276993;-0,021443
13,2;3,27481;-0,022201
13,3;3,272555;-0,02289
13,4;3,270234;-0,023513
13,5;3,267854;-0,024071
13,6;3,265422;-0,024569
13,7;3,262943;-0,025007
13,8;3,260422;-0,025389
13,9;3,257867;-0,025717
14;3,255281;-0,025993
14,1;3,25267;-0,026219
14,2;3,250038;-0,026398
14,3;3,247392;-0,026531
14,4;3,244734;-0,026622
14,5;3,242069;-0,026671
14,6;3,239401;-0,026681
14,7;3,236734;-0,026654
14,8;3,234071;-0,026591
14,9;3,231417;-0,026496
15;3,228773;-0,026368
15,1;3,226144;-0,026212
15,2;3,223532;-0,026027
15,3;3,220939;-0,025815
15,4;3,21837;-0,025579
15,5;3,215824;-0,02532
15,6;3,213306;-0,025039
15,7;3,210817;-0,024738
15,8;3,208359;-0,024418
15,9;3,205934;-0,024081
16;3,203544;-0,023728
16,1;3,201189;-0,02336
16,2;3,198872;-0,022979
16,3;3,196594;-0,022586
16,4;3,194355;-0,022181
16,5;3,192158;-0,021767
16,6;3,190002;-0,021344
16,7;3,187889;-0,020912
16,8;3,18582;-0,020474
16,9;3,183794;-0,02003
17;3,181814;-0,019581
17,1;3,179878;-0,019128
17,2;3,177988;-0,018672
17,3;3,176144;-0,018213
17,4;3,174346;-0,017752
17,5;3,172594;-0,01729
17,6;3,170888;-0,016828
17,7;3,169228;-0,016367
17,8;3,167614;-0,015906
17,9;3,166047;-0,015446
18;3,164525;-0,014989
18,1;3,163049;-0,014534
18,2;3,161618;-0,014083
18,3;3,160232;-0,013635
18,4;3,158891;-0,013191
18,5;3,157594;-0,012751
18,6;3,156341;-0,012316
18,7;3,155131;-0,011886
18,8;3,153963;-0,011462
18,9;3,152838;-0,011043
19;3,151754;-0,010631
19,1;3,150712;-0,010224
19,2;3,149709;-0,009825
19,3;3,148746;-0,009432
19,4;3,147823;-0,009046
19,5;3,146937;-0,008667
19,6;3,146089;-0,008295
19,7;3,145278;-0,007931
19,8;3,144502;-0,007575
19,9;3,143763;-0,007226
20;3,143057;-0,006885
20,1;3,142385;-0,006551
20,2;3,141747;-0,006226
20,3;3,14114;-0,005908
20,4;3,140565;-0,005599
20,5;3,14002;-0,005297
20,6;3,139505;-0,005004
20,7;3,139019;-0,004718
20,8;3,138561;-0,004441
20,9;3,13813;-0,004171
21;3,137727;-0,003909
21,1;3,137348;-0,003656
21,2;3,136995;-0,00341
21,3;3,136666;-0,003172
21,4;3,136361;-0,002941
21,5;3,136078;-0,002718
21,6;3,135817;-0,002503
21,7;3,135577;-0,002295
21,8;3,135357;-0,002095
21,9;3,135158;-0,001902
22;3,134977;-0,001716
22,1;3,134814;-0,001537
22,2;3,134669;-0,001365
22,3;3,134541;-0,0012
22,4;3,134429;-0,001041
22,5;3,134332;-0,00089
22,6;3,134251;-0,000744
22,7;3,134183;-0,000605
22,8;3,134129;-0,000473
22,9;3,134089;-0,000346
23;3,13406;-0,000225
23,1;3,134043;-0,00011
23,2;3,134038;-0,000001
23,3;3,134043;0,000103
23,4;3,134058;0,000201
23,5;3,134083;0,000294
23,6;3,134117;0,000382
23,7;3,134159;0,000465
23,8;3,13421;0,000543
23,9;3,134268;0,000617
24;3,134333;0,000686
24,1;3,134405;0,00075
24,2;3,134483;0,00081
24,3;3,134567;0,000866
24,4;3,134656;0,000918
24,5;3,13475;0,000966
24,6;3,134849;0,001011
24,7;3,134952;0,001051
24,8;3,135059;0,001089
24,9;3,13517;0,001122
25;3,135284;0,001153
25,1;3,135401;0,00118
25,2;3,13552;0,001205
25,3;3,135641;0,001226
25,4;3,135765;0,001245
25,5;3,13589;0,001261
25,6;3,136017;0,001275
25,7;3,136145;0,001286
25,8;3,136274;0,001294
25,9;3,136404;0,001301
26;3,136534;0,001305
26,1;3,136665;0,001308
26,2;3,136796;0,001308
26,3;3,136927;0,001307
26,4;3,137057;0,001304
26,5;3,137187;0,001299
26,6;3,137317;0,001293
26,7;3,137446;0,001285
26,8;3,137574;0,001276
